number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC0000067,Active,true,0,0,4,true,Caller 442,Opened by  180,29/2/2016 08:03,Created by 81,29/2/2016 08:05,Updated by 60,29/2/2016 08:30,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 17,true,false,Do Not Notify,?,?,?,?,code 1,Resolved by 215,2/3/2016 11:11,7/3/2016 12:00
INC0000067,Active,true,1,0,5,true,Caller 442,Opened by  180,29/2/2016 08:03,Created by 81,29/2/2016 08:05,Updated by 340,29/2/2016 09:43,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,?,true,false,Do Not Notify,?,?,?,?,code 1,Resolved by 215,2/3/2016 11:11,7/3/2016 12:00
INC0000067,Active,true,1,0,6,true,Caller 442,Opened by  180,29/2/2016 08:03,Created by 81,29/2/2016 08:05,Updated by 340,29/2/2016 09:44,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,?,true,false,Do Not Notify,?,?,?,?,code 1,Resolved by 215,2/3/2016 11:11,7/3/2016 12:00
INC0000067,Active,true,1,0,7,true,Caller 442,Opened by  180,29/2/2016 08:03,Created by 81,29/2/2016 08:05,Updated by 88,29/2/2016 09:58,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,?,true,false,Do Not Notify,?,?,?,?,code 1,Resolved by 215,2/3/2016 11:11,7/3/2016 12:00
INC0000067,Active,true,1,0,8,true,Caller 442,Opened by  180,29/2/2016 08:03,Created by 81,29/2/2016 08:05,Updated by 928,2/3/2016 09:18,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,true,false,Do Not Notify,?,?,?,?,code 1,Resolved by 215,2/3/2016 11:11,7/3/2016 12:00
INC0000067,Resolved,true,1,0,9,true,Caller 442,Opened by  180,29/2/2016 08:03,Created by 81,29/2/2016 08:05,Updated by 928,2/3/2016 11:11,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,true,false,Do Not Notify,?,?,?,?,code 1,Resolved by 215,2/3/2016 11:11,7/3/2016 12:00
INC0000067,Closed,false,1,0,10,true,Caller 442,Opened by  180,29/2/2016 08:03,Created by 81,29/2/2016 08:05,Updated by 908,7/3/2016 12:00,Phone,Location 143,Category 9,Subcategory 110,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 28,Resolver 236,true,false,Do Not Notify,?,?,?,?,code 1,Resolved by 215,2/3/2016 11:11,7/3/2016 12:00
INC0000070,New,true,0,0,0,true,Caller 3757,Opened by  131,29/2/2016 08:11,Created by 62,29/2/2016 08:38,Updated by 265,29/2/2016 08:38,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 31,true,false,Do Not Notify,?,?,?,?,code 11,Resolved by 30,8/3/2016 09:55,24/3/2016 18:40
INC0000070,Active,true,0,0,1,true,Caller 3757,Opened by  131,29/2/2016 08:11,Created by 62,29/2/2016 08:38,Updated by 723,29/2/2016 13:18,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 31,true,false,Do Not Notify,?,?,?,?,code 11,Resolved by 30,8/3/2016 09:55,24/3/2016 18:40
INC0000070,Active,true,0,0,2,true,Caller 3757,Opened by  131,29/2/2016 08:11,Created by 62,29/2/2016 08:38,Updated by 723,29/2/2016 13:21,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,true,false,Do Not Notify,?,?,?,?,code 11,Resolved by 30,8/3/2016 09:55,24/3/2016 18:40
INC0000070,Awaiting User Info,true,0,0,3,true,Caller 3757,Opened by  131,29/2/2016 08:11,Created by 62,29/2/2016 08:38,Updated by 723,29/2/2016 13:26,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,true,false,Do Not Notify,?,?,?,?,code 11,Resolved by 30,8/3/2016 09:55,24/3/2016 18:40
INC0000070,Awaiting User Info,true,1,0,5,true,Caller 3757,Opened by  131,29/2/2016 08:11,Created by 62,29/2/2016 08:38,Updated by 336,4/3/2016 11:49,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,?,true,false,Do Not Notify,?,?,?,?,code 11,Resolved by 30,8/3/2016 09:55,24/3/2016 18:40
INC0000070,Awaiting User Info,true,1,0,7,true,Caller 3757,Opened by  131,29/2/2016 08:11,Created by 62,29/2/2016 08:38,Updated by 135,8/3/2016 09:54,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,?,true,false,Do Not Notify,?,?,?,?,code 11,Resolved by 30,8/3/2016 09:55,24/3/2016 18:40
INC0000070,Resolved,true,1,0,8,true,Caller 3757,Opened by  131,29/2/2016 08:11,Created by 62,29/2/2016 08:38,Updated by 135,8/3/2016 09:55,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,true,false,Do Not Notify,?,?,?,?,code 11,Resolved by 30,8/3/2016 09:55,24/3/2016 18:40
INC0000070,Closed,false,1,0,9,false,Caller 3757,Opened by  131,29/2/2016 08:11,Created by 62,29/2/2016 08:38,Updated by 908,24/3/2016 18:40,Phone,Location 46,Category 9,Subcategory 164,Symptom 592,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 31,true,false,Do Not Notify,?,?,?,?,code 11,Resolved by 30,8/3/2016 09:55,24/3/2016 18:40
INC0000071,New,true,0,0,0,true,Caller 271,Opened by  180,29/2/2016 08:12,Created by 81,29/2/2016 08:17,Updated by 340,29/2/2016 08:17,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,true,false,Do Not Notify,?,?,?,?,code 5,Resolved by 227,1/3/2016 10:38,6/3/2016 11:00
INC0000071,New,true,0,0,1,true,Caller 271,Opened by  180,29/2/2016 08:12,Created by 81,29/2/2016 08:17,Updated by 974,1/3/2016 08:35,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,true,false,Do Not Notify,?,?,?,?,code 5,Resolved by 227,1/3/2016 10:38,6/3/2016 11:00
INC0000071,New,true,0,0,2,true,Caller 271,Opened by  180,29/2/2016 08:12,Created by 81,29/2/2016 08:17,Updated by 974,1/3/2016 08:37,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,true,false,Do Not Notify,?,?,?,?,code 5,Resolved by 227,1/3/2016 10:38,6/3/2016 11:00
INC0000071,New,true,0,0,3,true,Caller 271,Opened by  180,29/2/2016 08:12,Created by 81,29/2/2016 08:17,Updated by 974,1/3/2016 08:40,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,true,false,Do Not Notify,?,?,?,?,code 5,Resolved by 227,1/3/2016 10:38,6/3/2016 11:00
INC0000071,Awaiting User Info,true,0,0,4,true,Caller 271,Opened by  180,29/2/2016 08:12,Created by 81,29/2/2016 08:17,Updated by 974,1/3/2016 08:40,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,true,false,Do Not Notify,?,?,?,?,code 5,Resolved by 227,1/3/2016 10:38,6/3/2016 11:00
INC0000071,Awaiting User Info,true,0,0,5,true,Caller 271,Opened by  180,29/2/2016 08:12,Created by 81,29/2/2016 08:17,Updated by 974,1/3/2016 10:37,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,true,false,Do Not Notify,?,?,?,?,code 5,Resolved by 227,1/3/2016 10:38,6/3/2016 11:00
INC0000071,Resolved,true,0,0,6,true,Caller 271,Opened by  180,29/2/2016 08:12,Created by 81,29/2/2016 08:17,Updated by 974,1/3/2016 10:38,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,true,false,Do Not Notify,?,?,?,?,code 5,Resolved by 227,1/3/2016 10:38,6/3/2016 11:00
INC0000071,Closed,false,0,0,7,true,Caller 271,Opened by  180,29/2/2016 08:12,Created by 81,29/2/2016 08:17,Updated by 908,6/3/2016 11:00,Phone,Location 161,Category 9,Subcategory 164,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 249,true,false,Do Not Notify,?,?,?,?,code 5,Resolved by 227,1/3/2016 10:38,6/3/2016 11:00
INC0000073,Active,true,0,0,0,true,Caller 2519,Opened by  40,29/2/2016 08:22,Created by 20,29/2/2016 08:30,Updated by 88,29/2/2016 08:30,Phone,Location 42,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 208,1/3/2016 15:37,6/3/2016 16:00
INC0000073,Active,true,0,0,2,true,Caller 2519,Opened by  40,29/2/2016 08:22,Created by 20,29/2/2016 08:30,Updated by 451,29/2/2016 10:06,Phone,Location 42,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 208,1/3/2016 15:37,6/3/2016 16:00
INC0000073,Active,true,1,0,3,true,Caller 2519,Opened by  40,29/2/2016 08:22,Created by 20,29/2/2016 08:30,Updated by 750,29/2/2016 11:11,Phone,Location 42,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 208,1/3/2016 15:37,6/3/2016 16:00
INC0000073,Active,true,1,0,4,true,Caller 2519,Opened by  40,29/2/2016 08:22,Created by 20,29/2/2016 08:30,Updated by 874,1/3/2016 15:35,Phone,Location 42,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 208,1/3/2016 15:37,6/3/2016 16:00
INC0000073,Resolved,true,1,0,5,true,Caller 2519,Opened by  40,29/2/2016 08:22,Created by 20,29/2/2016 08:30,Updated by 874,1/3/2016 15:37,Phone,Location 42,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 208,1/3/2016 15:37,6/3/2016 16:00
INC0000073,Closed,false,1,0,6,true,Caller 2519,Opened by  40,29/2/2016 08:22,Created by 20,29/2/2016 08:30,Updated by 908,6/3/2016 16:00,Phone,Location 42,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 208,1/3/2016 15:37,6/3/2016 16:00
INC0000074,Active,true,0,0,0,true,Caller 527,Opened by  433,29/2/2016 08:23,?,?,Updated by 908,29/2/2016 08:23,Phone,Location 204,Category 45,Subcategory 220,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 193,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 158,11/4/2016 14:39,16/4/2016 15:07
INC0000074,Awaiting User Info,true,0,0,1,true,Caller 527,Opened by  433,29/2/2016 08:23,?,?,Updated by 804,29/2/2016 08:38,Phone,Location 204,Category 45,Subcategory 220,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 193,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 158,11/4/2016 14:39,16/4/2016 15:07
INC0000074,Awaiting User Info,true,0,0,2,true,Caller 527,Opened by  433,29/2/2016 08:23,?,?,Updated by 804,29/2/2016 14:16,Phone,Location 204,Category 45,Subcategory 220,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 193,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 158,11/4/2016 14:39,16/4/2016 15:07
INC0000074,Awaiting User Info,true,0,0,9,true,Caller 527,Opened by  433,29/2/2016 08:23,?,?,Updated by 804,21/3/2016 11:07,Phone,Location 204,Category 45,Subcategory 220,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 193,true,false,Do Not Notify,?,CHG0000404,?,?,code 6,Resolved by 158,11/4/2016 14:39,16/4/2016 15:07
INC0000074,Resolved,true,0,0,18,true,Caller 527,Opened by  433,29/2/2016 08:23,?,?,Updated by 713,11/4/2016 14:39,Phone,Location 204,Category 45,Subcategory 220,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 193,true,true,Do Not Notify,?,CHG0000404,?,?,code 6,Resolved by 158,11/4/2016 14:39,16/4/2016 15:07
INC0000074,Closed,false,0,0,19,false,Caller 527,Opened by  433,29/2/2016 08:23,?,?,Updated by 908,16/4/2016 15:07,Phone,Location 204,Category 45,Subcategory 220,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 66,Resolver 193,true,true,Do Not Notify,?,CHG0000404,?,?,code 6,Resolved by 158,11/4/2016 14:39,16/4/2016 15:07
INC0000076,New,true,0,0,0,true,Caller 2949,Opened by  180,29/2/2016 08:25,Created by 81,29/2/2016 08:29,Updated by 340,29/2/2016 08:29,Phone,Location 93,Category 42,Subcategory 224,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,true,false,Do Not Notify,?,?,?,?,code 5,Resolved by 62,29/2/2016 16:27,5/3/2016 17:00
INC0000076,Resolved,true,0,0,1,true,Caller 2949,Opened by  180,29/2/2016 08:25,Created by 81,29/2/2016 08:29,Updated by 241,29/2/2016 16:27,Phone,Location 93,Category 42,Subcategory 224,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,true,false,Do Not Notify,?,?,?,?,code 5,Resolved by 62,29/2/2016 16:27,5/3/2016 17:00
INC0000076,Closed,false,0,0,2,true,Caller 2949,Opened by  180,29/2/2016 08:25,Created by 81,29/2/2016 08:29,Updated by 908,5/3/2016 17:00,Phone,Location 93,Category 42,Subcategory 224,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,true,false,Do Not Notify,?,?,?,?,code 5,Resolved by 62,29/2/2016 16:27,5/3/2016 17:00
INC0000077,New,true,0,0,0,true,Caller 3304,Opened by  180,29/2/2016 08:27,?,?,Updated by 908,29/2/2016 08:27,Phone,Location 108,Category 32,Subcategory 9,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 85,29/2/2016 09:04,5/3/2016 10:00
INC0000077,New,true,0,0,1,true,Caller 3304,Opened by  180,29/2/2016 08:27,?,?,Updated by 340,29/2/2016 08:42,Phone,Location 108,Category 32,Subcategory 9,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 85,29/2/2016 09:04,5/3/2016 10:00
INC0000077,New,true,0,0,2,true,Caller 3304,Opened by  180,29/2/2016 08:27,?,?,Updated by 340,29/2/2016 08:43,Phone,Location 108,Category 32,Subcategory 9,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 85,29/2/2016 09:04,5/3/2016 10:00
INC0000077,New,true,0,0,3,true,Caller 3304,Opened by  180,29/2/2016 08:27,?,?,Updated by 340,29/2/2016 09:03,Phone,Location 108,Category 32,Subcategory 9,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 85,29/2/2016 09:04,5/3/2016 10:00
INC0000077,Resolved,true,0,0,4,true,Caller 3304,Opened by  180,29/2/2016 08:27,?,?,Updated by 340,29/2/2016 09:04,Phone,Location 108,Category 32,Subcategory 9,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 85,29/2/2016 09:04,5/3/2016 10:00
INC0000077,Closed,false,0,0,5,true,Caller 3304,Opened by  180,29/2/2016 08:27,?,?,Updated by 908,5/3/2016 10:00,Phone,Location 108,Category 32,Subcategory 9,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 85,29/2/2016 09:04,5/3/2016 10:00
INC0000079,New,true,0,0,0,true,Caller 2471,Opened by  180,29/2/2016 08:32,?,?,Updated by 908,29/2/2016 08:32,Phone,Location 204,Category 8,Subcategory 291,Symptom 530,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 163,29/2/2016 11:20,5/3/2016 12:00
INC0000079,New,true,1,0,1,true,Caller 2471,Opened by  180,29/2/2016 08:32,?,?,Updated by 750,29/2/2016 11:14,Phone,Location 204,Category 55,Subcategory 170,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,?,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 163,29/2/2016 11:20,5/3/2016 12:00
INC0000079,Active,true,1,0,2,true,Caller 2471,Opened by  180,29/2/2016 08:32,?,?,Updated by 199,29/2/2016 11:19,Phone,Location 204,Category 55,Subcategory 170,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 180,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 163,29/2/2016 11:20,5/3/2016 12:00
INC0000079,Resolved,true,1,0,3,true,Caller 2471,Opened by  180,29/2/2016 08:32,?,?,Updated by 664,29/2/2016 11:20,Phone,Location 204,Category 55,Subcategory 170,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 180,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 163,29/2/2016 11:20,5/3/2016 12:00
INC0000079,Closed,false,1,0,4,true,Caller 2471,Opened by  180,29/2/2016 08:32,?,?,Updated by 908,5/3/2016 12:00,Phone,Location 204,Category 55,Subcategory 170,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 65,Resolver 180,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 163,29/2/2016 11:20,5/3/2016 12:00
INC0000080,New,true,0,0,0,true,Caller 1194,Opened by  24,29/2/2016 08:33,?,?,Updated by 908,29/2/2016 08:33,Phone,Location 229,Category 32,Subcategory 9,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 15,2/3/2016 11:40,7/3/2016 12:00
INC0000080,New,true,0,0,1,true,Caller 1194,Opened by  24,29/2/2016 08:33,?,?,Updated by 60,29/2/2016 08:43,Phone,Location 229,Category 32,Subcategory 9,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 15,2/3/2016 11:40,7/3/2016 12:00
INC0000080,New,true,0,0,2,true,Caller 1194,Opened by  24,29/2/2016 08:33,?,?,Updated by 60,29/2/2016 08:58,Phone,Location 229,Category 32,Subcategory 9,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 15,2/3/2016 11:40,7/3/2016 12:00
INC0000080,New,true,0,0,3,true,Caller 1194,Opened by  24,29/2/2016 08:33,?,?,Updated by 723,29/2/2016 12:49,Phone,Location 229,Category 32,Subcategory 9,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 15,2/3/2016 11:40,7/3/2016 12:00
INC0000080,New,true,0,0,4,true,Caller 1194,Opened by  24,29/2/2016 08:33,?,?,Updated by 578,29/2/2016 20:31,Phone,Location 229,Category 32,Subcategory 9,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 15,2/3/2016 11:40,7/3/2016 12:00
INC0000080,Active,true,0,0,5,true,Caller 1194,Opened by  24,29/2/2016 08:33,?,?,Updated by 111,29/2/2016 23:13,Phone,Location 229,Category 32,Subcategory 9,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 15,2/3/2016 11:40,7/3/2016 12:00
INC0000080,Resolved,true,0,0,6,true,Caller 1194,Opened by  24,29/2/2016 08:33,?,?,Updated by 60,2/3/2016 11:40,Phone,Location 229,Category 32,Subcategory 9,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 15,2/3/2016 11:40,7/3/2016 12:00
INC0000080,Closed,false,0,0,7,true,Caller 1194,Opened by  24,29/2/2016 08:33,?,?,Updated by 908,7/3/2016 12:00,Phone,Location 229,Category 32,Subcategory 9,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 15,2/3/2016 11:40,7/3/2016 12:00
INC0000083,New,true,0,0,0,true,Caller 4866,Opened by  131,29/2/2016 08:39,Created by 62,29/2/2016 08:56,Updated by 265,29/2/2016 08:56,Phone,Location 93,Category 24,Subcategory 164,Symptom 583,?,3 - Low,3 - Low,4 - Low,Group 70,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 62,29/2/2016 16:05,5/3/2016 17:00
INC0000083,New,true,1,0,1,true,Caller 4866,Opened by  131,29/2/2016 08:39,Created by 62,29/2/2016 08:56,Updated by 750,29/2/2016 09:19,Phone,Location 93,Category 24,Subcategory 164,Symptom 583,?,3 - Low,3 - Low,4 - Low,Group 23,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 62,29/2/2016 16:05,5/3/2016 17:00
INC0000083,New,true,1,0,2,true,Caller 4866,Opened by  131,29/2/2016 08:39,Created by 62,29/2/2016 08:56,Updated by 451,29/2/2016 10:06,Phone,Location 93,Category 24,Subcategory 164,Symptom 583,?,3 - Low,3 - Low,4 - Low,Group 23,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 62,29/2/2016 16:05,5/3/2016 17:00
INC0000083,Resolved,true,1,0,3,true,Caller 4866,Opened by  131,29/2/2016 08:39,Created by 62,29/2/2016 08:56,Updated by 241,29/2/2016 16:05,Phone,Location 93,Category 24,Subcategory 164,Symptom 583,?,3 - Low,3 - Low,4 - Low,Group 23,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 62,29/2/2016 16:05,5/3/2016 17:00
INC0000083,Closed,false,1,0,4,true,Caller 4866,Opened by  131,29/2/2016 08:39,Created by 62,29/2/2016 08:56,Updated by 908,5/3/2016 17:00,Phone,Location 93,Category 24,Subcategory 164,Symptom 583,?,3 - Low,3 - Low,4 - Low,Group 23,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 62,29/2/2016 16:05,5/3/2016 17:00
INC0000084,Active,true,0,0,0,true,Caller 3038,Opened by  433,29/2/2016 08:39,?,?,Updated by 908,29/2/2016 08:39,Phone,Location 204,Category 45,Subcategory 220,Symptom 253,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 175,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 158,12/4/2016 14:46,17/4/2016 15:07
INC0000084,Awaiting User Info,true,0,0,1,true,Caller 3038,Opened by  433,29/2/2016 08:39,?,?,Updated by 804,29/2/2016 09:11,Phone,Location 204,Category 45,Subcategory 220,Symptom 253,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 175,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 158,12/4/2016 14:46,17/4/2016 15:07
INC0000084,Awaiting User Info,true,0,0,2,true,Caller 3038,Opened by  433,29/2/2016 08:39,?,?,Updated by 804,29/2/2016 14:26,Phone,Location 204,Category 45,Subcategory 220,Symptom 253,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 175,true,false,Do Not Notify,?,?,?,?,code 6,Resolved by 158,12/4/2016 14:46,17/4/2016 15:07
INC0000084,Awaiting User Info,true,0,0,14,true,Caller 3038,Opened by  433,29/2/2016 08:39,?,?,Updated by 713,5/4/2016 06:26,Phone,Location 204,Category 45,Subcategory 220,Symptom 253,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 175,true,false,Do Not Notify,?,CHG0000647,?,?,code 6,Resolved by 158,12/4/2016 14:46,17/4/2016 15:07
INC0000084,Resolved,true,0,0,18,true,Caller 3038,Opened by  433,29/2/2016 08:39,?,?,Updated by 713,12/4/2016 14:46,Phone,Location 204,Category 45,Subcategory 220,Symptom 253,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 175,true,true,Do Not Notify,?,CHG0000647,?,?,code 6,Resolved by 158,12/4/2016 14:46,17/4/2016 15:07
INC0000084,Closed,false,0,0,19,false,Caller 3038,Opened by  433,29/2/2016 08:39,?,?,Updated by 908,17/4/2016 15:07,Phone,Location 204,Category 45,Subcategory 220,Symptom 253,?,3 - Low,3 - Low,4 - Low,Group 66,Resolver 175,true,true,Do Not Notify,?,CHG0000647,?,?,code 6,Resolved by 158,12/4/2016 14:46,17/4/2016 15:07
INC0000085,New,true,0,0,0,true,Caller 917,Opened by  180,29/2/2016 08:41,Created by 81,29/2/2016 08:47,Updated by 340,29/2/2016 08:47,Phone,Location 161,Category 20,Subcategory 125,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,2/3/2016 14:44,7/3/2016 15:00
INC0000085,New,true,0,0,4,true,Caller 917,Opened by  180,29/2/2016 08:41,Created by 81,29/2/2016 08:47,Updated by 451,29/2/2016 10:07,Phone,Location 161,Category 20,Subcategory 125,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,2/3/2016 14:44,7/3/2016 15:00
INC0000085,Resolved,true,0,0,5,true,Caller 917,Opened by  180,29/2/2016 08:41,Created by 81,29/2/2016 08:47,Updated by 874,2/3/2016 14:44,Phone,Location 161,Category 20,Subcategory 125,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,2/3/2016 14:44,7/3/2016 15:00
INC0000085,Closed,false,0,0,6,true,Caller 917,Opened by  180,29/2/2016 08:41,Created by 81,29/2/2016 08:47,Updated by 908,7/3/2016 15:00,Phone,Location 161,Category 20,Subcategory 125,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,true,false,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,2/3/2016 14:44,7/3/2016 15:00
